number_of_vehicles_involved,types_of_junction_crossing,area_accident_occured_church areas,cause_of_accident_no distancing,lanes_or_medians_one way,cause_of_accident_no priority to vehicle,number_of_casualties,area_accident_occured_industrial areas,cause_of_accident_changing lane to the right,light_conditions_daylight,cause_of_accident_driving carelessly,lanes_or_medians_double carriageway (median),lanes_or_medians_divided two-way,area_accident_occured_residential areas,type_of_collision_collision with roadside objects,cause_of_accident_changing lane to the left,area_accident_occured_school areas,area_accident_occured_other,type_of_vehicle_other,road_surface_conditions_wet or damp
4,0,0,1,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,0
4,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0
2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
3,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
3,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
3,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0
2,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,0
2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0
2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
3,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
3,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
3,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1
2,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1
2,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1
2,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1
2,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0
2,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0
2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
3,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0
3,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0
3,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0
2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
2,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0
3,0,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0
3,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0
3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
3,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
2,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
2,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1
2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1
2,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1
2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0
2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0
2,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1
2,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,1
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1
2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,1,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1
2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1
2,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,1,0,0,0
1,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,1,0,0
2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1
2,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1
2,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1
2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
3,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0
3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
3,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0
2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
4,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
2,0,0,0,0,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0
2,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0
3,0,0,0,0,0,4,0,0,1,0,0,1,1,0,1,0,0,0,0
3,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,1,0,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0
2,0,0,1,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0
2,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,0,1,0,0
2,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0
3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0
3,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
2,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
2,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,1
2,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,1
2,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,1,0,1
2,0,0,0,1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,1
2,0,0,1,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,1
2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0
2,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
2,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
2,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,1,0,0
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0
2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
3,1,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0
3,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
2,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,1,0
2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0
